"ID","species","tagtype","date","x","y"
"S3","A","PSAT",2012-05-05,-38.41121801,8.690100617
"S3","A","PSAT",2012-05-06,-38.50450664,8.661282778
"S3","A","PSAT",2012-05-07,-38.98999499,9.061770023
"S3","A","PSAT",2012-05-08,-39.46830606,9.398946979
"S3","A","PSAT",2012-05-09,-39.31086217,9.861811374
"S3","A","PSAT",2012-05-10,-39.84836182,9.997098924
"S3","A","PSAT",2012-05-11,-40.08043783,10.39249022
"S3","A","PSAT",2012-05-12,-39.88186724,9.82212227
"S3","A","PSAT",2012-05-13,-39.91686918,10.06297679
"S3","A","PSAT",2012-05-14,-39.56827367,10.62634192
"S3","A","PSAT",2012-05-15,-39.36147806,10.35872361
"S3","A","PSAT",2012-05-16,-39.26162419,10.04292925
"S3","A","PSAT",2012-05-17,-39.75389305,10.465908
"S3","A","PSAT",2012-05-18,-39.88517764,10.63704779
"S3","A","PSAT",2012-05-19,-39.83881771,11.32501247
"S3","A","PSAT",2012-05-20,-39.29665833,11.064609
"S3","A","PSAT",2012-05-21,-39.1073717,11.57341926
"S3","A","PSAT",2012-05-22,-38.83754059,11.26283324
"S3","A","PSAT",2012-05-23,-38.81657878,11.35319954
"S3","A","PSAT",2012-05-24,-38.5305271,10.72036729
"S3","A","PSAT",2012-05-25,-38.45346882,10.25100354
"S3","A","PSAT",2012-05-26,-38.08273405,10.23123226
"S3","A","PSAT",2012-05-27,-37.81506338,10.63227618
"S3","A","PSAT",2012-05-28,-38.07003286,10.23666637
"S3","A","PSAT",2012-05-29,-38.40292481,9.655080557
"S3","A","PSAT",2012-05-30,-38.43798211,9.604400042
"S3","A","PSAT",2012-05-31,-38.00165907,9.404424407
"S3","A","PSAT",2012-06-01,-37.62058285,9.27680138
"S3","A","PSAT",2012-06-02,-38.27309913,9.565913447
"S3","A","PSAT",2012-06-03,-38.83465173,10.23697989
"S3","A","PSAT",2012-06-04,-38.25781824,10.29111042
"S3","A","PSAT",2012-06-05,-37.84113162,10.77957273
"S3","A","PSAT",2012-06-06,-37.36577046,10.57215262
"S3","A","PSAT",2012-06-07,-37.91104889,10.88416984
"S3","A","PSAT",2012-06-08,-38.60751438,10.91592938
"S3","A","PSAT",2012-06-09,-38.62984222,11.64764219
"S3","A","PSAT",2012-06-10,-38.94357596,12.30429549
"S3","A","PSAT",2012-06-11,-39.41156065,12.81835337
"S3","A","PSAT",2012-06-12,-40.01025265,13.00276674
"S3","A","PSAT",2012-06-13,-40.3839274,12.46764259
"S3","A","PSAT",2012-06-14,-40.61682674,11.95036336
"S3","A","PSAT",2012-06-15,-41.30534481,11.77750574
"S3","A","PSAT",2012-06-16,-41.45580255,11.754007
"S3","A","PSAT",2012-06-17,-40.99056271,11.39893583
"S3","A","PSAT",2012-06-18,-40.99317784,10.98243435
"S3","A","PSAT",2012-06-19,-41.22035068,10.9389897
"S3","A","PSAT",2012-06-20,-40.9730635,11.24177807
"S3","A","PSAT",2012-06-21,-41.32574346,11.20666652
"S3","A","PSAT",2012-06-22,-41.56736391,11.51407323
"S3","A","PSAT",2012-06-23,-40.95729788,11.55891597
"S3","A","PSAT",2012-06-24,-41.02453245,11.22216726
"S3","A","PSAT",2012-06-25,-41.03989258,10.86417798
"S3","A","PSAT",2012-06-26,-41.12581221,10.5124058
"S3","A","PSAT",2012-06-27,-41.66278466,10.15449607
"S3","A","PSAT",2012-06-28,-41.6326062,9.885670832
"S3","A","PSAT",2012-06-29,-41.25315985,9.658755359
"S3","A","PSAT",2012-06-30,-40.94546474,10.25761611
"S3","A","PSAT",2012-07-01,-41.00124795,10.24558046
"S3","A","PSAT",2012-07-02,-40.8286331,9.89176813
"S3","A","PSAT",2012-07-03,-40.55463078,9.577745793
"S3","A","PSAT",2012-07-04,-40.49681067,9.615930365
"S3","A","PSAT",2012-07-05,-40.83241172,10.17206025
"S3","A","PSAT",2012-07-06,-40.53993646,9.724490687
"S3","A","PSAT",2012-07-07,-40.31323118,9.804970861
"S3","A","PSAT",2012-07-08,-40.52114742,9.84744426
"S3","A","PSAT",2012-07-09,-40.06469852,10.2708128
"S3","A","PSAT",2012-07-10,-40.45804511,10.25798996
"S3","A","PSAT",2012-07-11,-40.81095995,9.703261108
"S3","A","PSAT",2012-07-12,-41.09931508,9.229040774
"S3","A","PSAT",2012-07-13,-41.50140044,9.170891362
"S3","A","PSAT",2012-07-14,-41.33665018,9.268212215
"S3","A","PSAT",2012-07-15,-40.95518788,9.316405407
"S3","A","PSAT",2012-07-16,-41.1478742,8.730101768
"S3","A","PSAT",2012-07-17,-41.00427167,8.522473668
"S3","A","PSAT",2012-07-18,-41.56718461,8.701561855
"S3","A","PSAT",2012-07-19,-42.13580652,8.703401395
"S3","A","PSAT",2012-07-20,-42.13495713,8.179896342
"S3","A","PSAT",2012-07-21,-41.62658293,7.878686382
"S3","A","PSAT",2012-07-22,-41.76448216,7.493946598
"S3","A","PSAT",2012-07-23,-41.72400611,7.384093791
"S3","A","PSAT",2012-07-24,-41.29261648,6.913011019
"S3","A","PSAT",2012-07-25,-41.96034606,6.649372274
"S3","A","PSAT",2012-07-26,-42.22657725,6.470387044
"S3","A","PSAT",2012-07-27,-41.54972329,6.524332093
"S3","A","PSAT",2012-07-28,-41.92008113,6.660679331
"S3","A","PSAT",2012-07-29,-42.18217885,7.167174014
"S3","A","PSAT",2012-07-30,-42.8071676,6.920614758
"S3","A","PSAT",2012-07-31,-42.43134574,6.979706675
"S3","A","PSAT",2012-08-01,-42.24087664,6.415539442
"S3","A","PSAT",2012-08-02,-42.44912697,6.823147849
"S3","A","PSAT",2012-08-03,-42.87242304,6.927676043
"S3","A","PSAT",2012-08-04,-43.22666929,7.092926532
"S3","A","PSAT",2012-08-05,-43.12778089,6.948283408
"S3","A","PSAT",2012-08-06,-43.02017357,7.442628311
"S3","A","PSAT",2012-08-07,-42.79294132,7.714829619
"S3","A","PSAT",2012-08-08,-42.47102851,7.769213211
"S3","A","PSAT",2012-08-09,-42.34885134,8.358391766
"S3","A","PSAT",2012-08-10,-41.91247905,8.122653504
"S3","A","PSAT",2012-08-11,-42.34763934,8.04581725
"S3","A","PSAT",2012-08-12,-42.27392334,8.603963878
"S3","A","PSAT",2012-08-13,-41.89351481,8.587731093
"S3","A","PSAT",2012-08-14,-41.76785654,8.192664157
"S3","A","PSAT",2012-08-15,-41.31118242,8.63251145
"S3","A","PSAT",2012-08-16,-40.95227926,8.417188502
"S3","A","PSAT",2012-08-17,-41.48523472,8.663271983
"S3","A","PSAT",2012-08-18,-42.13553667,8.883089071
"S3","A","PSAT",2012-08-19,-42.17224604,8.248824822
"S3","A","PSAT",2012-08-20,-41.70935626,7.69551581
"S3","A","PSAT",2012-08-21,-41.97595249,7.277918308
"S3","A","PSAT",2012-08-22,-42.39648133,6.923149824
"S3","A","PSAT",2012-08-23,-42.1157297,6.482966483
"S3","A","PSAT",2012-08-24,-41.6302784,6.184454147
"S3","A","PSAT",2012-08-25,-41.37004444,6.102338369
"S3","A","PSAT",2012-08-26,-41.53837357,6.131244919
"S3","A","PSAT",2012-08-27,-41.65072822,5.714723187
"S3","A","PSAT",2012-08-28,-41.85052531,6.271079684
"S3","A","PSAT",2012-08-29,-42.12869908,6.911283678
"S3","A","PSAT",2012-08-30,-42.35836153,7.505164007
"S3","A","PSAT",2012-08-31,-42.31015609,7.493727478
"S3","A","PSAT",2012-09-01,-42.13660479,7.143134874
"S3","A","PSAT",2012-09-02,-42.15861286,7.205110638
"S3","A","PSAT",2012-09-03,-42.1193394,7.180577112
"S3","A","PSAT",2012-09-04,-41.76219057,6.583790951
"S3","A","PSAT",2012-09-05,-41.81019813,5.926660621
"S3","A","PSAT",2012-09-06,-42.15171594,6.281770814
"S3","A","PSAT",2012-09-07,-42.27189778,6.810312022
"S3","A","PSAT",2012-09-08,-42.2850233,7.077035644
"S3","A","PSAT",2012-09-09,-42.4084961,6.751801468
"S3","A","PSAT",2012-09-10,-42.23165583,6.400599924
"S3","A","PSAT",2012-09-11,-41.75332801,5.939479864
"S3","A","PSAT",2012-09-12,-41.72630232,5.547901195
"S3","A","PSAT",2012-09-13,-41.64391156,5.177228029
"S3","A","PSAT",2012-09-14,-41.68555175,5.894744672
"S3","A","PSAT",2012-09-15,-42.23186077,6.060901998
"S3","A","PSAT",2012-09-16,-42.41075788,5.55616762
"S3","A","PSAT",2012-09-17,-42.38899886,5.472020994
"S3","A","PSAT",2012-09-18,-42.39258576,5.652288664
"S3","A","PSAT",2012-09-19,-43.04824248,5.498144638
"S3","A","PSAT",2012-09-20,-43.34659095,5.636872795
"S3","A","PSAT",2012-09-21,-43.68731864,5.747993253
"S3","A","PSAT",2012-09-22,-43.47024841,5.983379629
"S3","A","PSAT",2012-09-23,-43.73555157,5.859534994
"S3","A","PSAT",2012-09-24,-44.0596348,5.572758798
"S3","A","PSAT",2012-09-25,-44.57876903,5.40853234
"S3","A","PSAT",2012-09-26,-44.29207341,5.555480111
"S3","A","PSAT",2012-09-27,-43.78014217,5.420828806
"S3","A","PSAT",2012-09-28,-43.45283235,5.221730523
"S3","A","PSAT",2012-09-29,-43.38901747,4.543922512
"S3","A","PSAT",2012-09-30,-43.10416982,4.647957247
"S3","A","PSAT",2012-10-01,-43.34009346,4.877178488
"S3","A","PSAT",2012-10-02,-43.89700876,4.94735061
"S3","A","PSAT",2012-10-03,-44.2820829,4.872607248
"S3","A","PSAT",2012-10-04,-44.05823276,4.64215117
"S3","A","PSAT",2012-10-05,-44.06600221,4.054308897
"S3","A","PSAT",2012-10-06,-43.66836964,4.165504581
"S3","A","PSAT",2012-10-07,-43.16204999,4.53545133
"S3","A","PSAT",2012-10-08,-42.91868097,4.692662091
"S3","A","PSAT",2012-10-09,-43.23800098,4.192423657
"S3","A","PSAT",2012-10-10,-43.49843963,4.468242556
"S3","A","PSAT",2012-10-11,-43.31267501,5.114106712
"S3","A","PSAT",2012-10-12,-43.127619,5.716711009
"S3","A","PSAT",2012-10-13,-43.72625811,6.058956676
"S3","A","PSAT",2012-10-14,-43.29013692,6.433013037
"S3","A","PSAT",2012-10-15,-42.96749258,6.697332527
"S3","A","PSAT",2012-10-16,-42.82135359,6.769193807
"S3","A","PSAT",2012-10-17,-42.378279,6.564017821
"S3","A","PSAT",2012-10-18,-42.27576188,6.364106801
"S3","A","PSAT",2012-10-19,-42.07822716,6.541431108
"S3","A","PSAT",2012-10-20,-42.30856512,6.749108388
"S3","A","PSAT",2012-10-21,-42.16099154,6.963485742
"S3","A","PSAT",2012-10-22,-42.68072282,6.713465127
"S3","A","PSAT",2012-10-23,-42.34075736,6.183593874
"S3","A","PSAT",2012-10-24,-41.79349296,6.467808268
"S3","A","PSAT",2012-10-25,-41.65717365,6.21935717
"S3","A","PSAT",2012-10-26,-41.87746747,6.254676859
"S3","A","PSAT",2012-10-27,-42.36351731,6.461647011
"S3","A","PSAT",2012-10-28,-42.60009138,6.202865375
"S3","A","PSAT",2012-10-29,-42.61462099,6.01822812
"S3","A","PSAT",2012-10-30,-42.48233944,5.927623254
"S3","A","PSAT",2012-10-31,-42.43008692,6.431796433
"S3","A","PSAT",2012-11-01,-42.29917659,7.09741558
"S3","A","PSAT",2012-11-02,-41.74266654,7.200440089
"S3","A","PSAT",2012-11-03,-41.48830903,7.464243724
"S3","A","PSAT",2012-11-04,-41.30907381,7.246043113
"S3","A","PSAT",2012-11-05,-41.62784401,6.891946537
"S3","A","PSAT",2012-11-06,-42.23985055,6.451422263
"S3","A","PSAT",2012-11-07,-42.69541461,6.021262484
"S3","A","PSAT",2012-11-08,-43.00926223,5.655534459
"S3","A","PSAT",2012-11-09,-42.66597367,5.827803861
"S3","A","PSAT",2012-11-10,-43.33656981,6.06876962
"S3","A","PSAT",2012-11-11,-43.76190526,6.419937279
"S3","A","PSAT",2012-11-12,-43.65974867,6.842140248
"S3","A","PSAT",2012-11-13,-44.10649751,7.410523179
"S3","A","PSAT",2012-11-14,-44.56877313,7.90715945
"S3","A","PSAT",2012-11-15,-44.66107285,7.649671166
"S3","A","PSAT",2012-11-16,-44.13288043,7.299686568
"S3","A","PSAT",2012-11-17,-44.07724591,7.677114348
"S3","A","PSAT",2012-11-18,-44.08921798,7.305995632
"S3","A","PSAT",2012-11-19,-44.2427399,7.414993977
"S3","A","PSAT",2012-11-20,-44.33096381,8.048236998
"S3","A","PSAT",2012-11-21,-44.75722607,8.29703963
"S3","A","PSAT",2012-11-22,-44.46108984,8.327922511
"S3","A","PSAT",2012-11-23,-44.29297464,8.345073408
"S3","A","PSAT",2012-11-24,-44.0908785,8.512678849
"S3","A","PSAT",2012-11-25,-44.05708711,8.353554535
"S3","A","PSAT",2012-11-26,-44.29108718,8.806700527
"S3","A","PSAT",2012-11-27,-44.68425062,8.635343011
"S3","A","PSAT",2012-11-28,-45.28854852,8.470165272
"S3","A","PSAT",2012-11-29,-45.64093922,8.284339832
"S3","A","PSAT",2012-11-30,-45.73713913,7.74382015
"S3","A","PSAT",2012-12-01,-45.95243253,7.658874167
"S3","A","PSAT",2012-12-02,-45.57580831,7.852209887
"S3","A","PSAT",2012-12-03,-44.8766334,7.89308916
"S3","A","PSAT",2012-12-04,-44.31579581,7.956511943
"S3","A","PSAT",2012-12-05,-44.75657848,7.932164965
"S3","A","PSAT",2012-12-06,-45.34240706,7.871614536
"S3","A","PSAT",2012-12-07,-46.00084185,8.319440617
"S3","A","PSAT",2012-12-08,-46.07927614,8.134768343
"S3","A","PSAT",2012-12-09,-45.7740659,8.698237521
"S3","A","PSAT",2012-12-10,-45.84681999,9.333480986
"S3","A","PSAT",2012-12-11,-46.05357925,8.999978737
"S3","A","PSAT",2012-12-12,-46.200887,8.559687206
"S3","A","PSAT",2012-12-13,-46.48788668,8.031363393
"S3","A","PSAT",2012-12-14,-46.6083025,7.462539997
"S3","A","PSAT",2012-12-15,-46.4377617,7.700803294
"S3","A","PSAT",2012-12-16,-46.26319664,7.108261276
"S3","A","PSAT",2012-12-17,-47.02227713,7.029557551
"S3","A","PSAT",2012-12-18,-47.56544569,7.01408854
"S3","A","PSAT",2012-12-19,-47.13789518,7.623228764
"S3","A","PSAT",2012-12-20,-46.82994003,8.061004541
"S3","A","PSAT",2012-12-21,-47.31836721,8.421524288
"S3","A","PSAT",2012-12-22,-47.3704744,7.836648122
"S3","A","PSAT",2012-12-23,-47.66690255,8.28939578
"S3","A","PSAT",2012-12-24,-47.18584006,8.141293443
"S3","A","PSAT",2012-12-25,-46.78756037,8.526823303
"S3","A","PSAT",2012-12-26,-46.46127648,8.630018292
"S3","A","PSAT",2012-12-27,-47.10300472,8.705195295
"S3","A","PSAT",2012-12-28,-47.47633589,8.992929886
"S3","A","PSAT",2012-12-29,-47.48218401,9.699462214
"S3","A","PSAT",2012-12-30,-47.33091902,10.18858617
"S3","A","PSAT",2012-12-31,-47.6255677,9.658626089
"S3","A","PSAT",2013-01-01,-47.35941686,9.715131148
"S3","A","PSAT",2013-01-02,-46.82819499,9.658621088
"S3","A","PSAT",2013-01-03,-47.3917816,9.68944187
"S3","A","PSAT",2013-01-04,-46.89422754,9.784040317
"S3","A","PSAT",2013-01-05,-46.76060279,9.296588872
"S3","A","PSAT",2013-01-06,-46.39151784,8.786585676
"S3","A","PSAT",2013-01-07,-45.77125079,8.729044379
"S3","A","PSAT",2013-01-08,-45.12753582,8.80495396
"S3","A","PSAT",2013-01-09,-44.6805634,9.337269028
"S3","A","PSAT",2013-01-10,-44.57805071,10.03015062
"S3","A","PSAT",2013-01-11,-44.86119214,10.5927859
"S3","A","PSAT",2013-01-12,-44.96443856,10.71877835
"S3","A","PSAT",2013-01-13,-44.96871677,10.98781258
"S3","A","PSAT",2013-01-14,-45.04547256,10.93468264
"S3","A","PSAT",2013-01-15,-44.79288801,11.24807123
"S3","A","PSAT",2013-01-16,-44.88588795,11.62087165
"S3","A","PSAT",2013-01-17,-44.77953485,11.55075725
"S3","A","PSAT",2013-01-18,-44.8893226,11.254743
"S3","A","PSAT",2013-01-19,-45.04785992,11.74506397
"S3","A","PSAT",2013-01-20,-45.2758767,12.27055974
"S3","A","PSAT",2013-01-21,-45.31966566,12.15715172
"S3","A","PSAT",2013-01-22,-45.89374333,11.96984647
"S3","A","PSAT",2013-01-23,-46.17096139,11.71037127
"S3","A","PSAT",2013-01-24,-46.34728498,12.02306431
"S3","A","PSAT",2013-01-25,-46.35018175,11.40458702
"S3","A","PSAT",2013-01-26,-46.62367743,10.93412064
"S3","A","PSAT",2013-01-27,-46.98552632,11.13647934
"S3","A","PSAT",2013-01-28,-47.41650991,11.12852057
"S3","A","PSAT",2013-01-29,-47.68860043,10.58950905
"S3","A","PSAT",2013-01-30,-47.97845502,10.71397981
"S3","A","PSAT",2013-01-31,-48.48448801,10.26612749
"S3","A","PSAT",2013-02-01,-48.66150905,9.973269218
"S3","A","PSAT",2013-02-02,-49.14788853,9.702975762
"S3","A","PSAT",2013-02-03,-49.90071595,9.696097925
"S3","A","PSAT",2013-02-04,-50.45617488,9.65283782
"S3","A","PSAT",2013-02-05,-50.45862717,9.427059067
"S3","A","PSAT",2013-02-06,-49.9909821,8.994613357
"S3","A","PSAT",2013-02-07,-50.01828842,9.13668995
"S3","A","PSAT",2013-02-08,-50.24540924,9.629433996
"S3","A","PSAT",2013-02-09,-50.20891166,10.14836353
"S3","A","PSAT",2013-02-10,-50.27225935,10.59061003
"S3","A","PSAT",2013-02-11,-50.00050319,10.82796491
"S3","A","PSAT",2013-02-12,-49.51402534,10.62043793
"S3","A","PSAT",2013-02-13,-49.42040068,10.88576656
"S3","A","PSAT",2013-02-14,-49.57250604,11.02249146
"S3","A","PSAT",2013-02-15,-50.03560355,11.3389906
"S3","A","PSAT",2013-02-16,-50.28945094,11.61083583
"S3","A","PSAT",2013-02-17,-50.12122359,11.7819596
"S3","A","PSAT",2013-02-18,-50.16919912,11.50046201
"S3","A","PSAT",2013-02-19,-50.30799098,11.67432219
"S3","A","PSAT",2013-02-20,-50.09748243,11.59497062
"S3","A","PSAT",2013-02-21,-49.80215536,10.95077423
"S3","A","PSAT",2013-02-22,-50.57169933,11.06720117
"S3","A","PSAT",2013-02-23,-51.29306359,11.19399667
"S3","A","PSAT",2013-02-24,-51.68597962,11.34215353
"S3","A","PSAT",2013-02-25,-51.29197232,11.27033631
"S3","A","PSAT",2013-02-26,-50.77907249,11.69026895
"S3","A","PSAT",2013-02-27,-50.58103071,11.03220054
"S3","A","PSAT",2013-02-28,-50.45625494,10.4563666
"S3","A","PSAT",2013-03-01,-50.33806284,9.732838954
"S3","A","PSAT",2013-03-02,-50.65305837,9.732236572
"S3","A","PSAT",2013-03-03,-50.53854211,10.0409854
"S3","A","PSAT",2013-03-04,-50.57935099,10.33580478
"S3","A","PSAT",2013-03-05,-50.71055848,11.05031121
"S3","A","PSAT",2013-03-06,-50.81381092,11.76140147
"S3","A","PSAT",2013-03-07,-51.31043206,11.47652522
"S3","A","PSAT",2013-03-08,-51.15575645,11.0834747
"S3","A","PSAT",2013-03-09,-51.21295693,11.14111545
"S3","A","PSAT",2013-03-10,-50.77152254,11.26283859
"S3","A","PSAT",2013-03-11,-51.22710534,11.55258557
"S3","A","PSAT",2013-03-12,-51.95245823,11.81840592
"S3","A","PSAT",2013-03-13,-52.22140779,11.67388033
"S3","A","PSAT",2013-03-14,-52.81109793,11.49954589
"S3","A","PSAT",2013-03-15,-53.50819183,11.34988311
"S3","A","PSAT",2013-03-16,-53.19785609,11.94944809
"S3","A","PSAT",2013-03-17,-53.49159658,12.52081471
"S3","A","PSAT",2013-03-18,-53.07292842,12.95517267
"S3","A","PSAT",2013-03-19,-53.07877773,12.57869224
"S3","A","PSAT",2013-03-20,-53.29120916,12.7522814
"S3","A","PSAT",2013-03-21,-53.60194924,12.86862716
"S3","A","PSAT",2013-03-22,-53.61975859,13.22269168
"S3","A","PSAT",2013-03-23,-54.03853528,12.63089409
"S3","A","PSAT",2013-03-24,-54.07587589,12.15769538
"S3","A","PSAT",2013-03-25,-54.20486608,12.26589543
